Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CMIN3.SA,CMIN3.SA,CMIN3.SA,CMIN3.SA,CMIN3.SA,CMIN3.SA
Date,,,,,,
2021-04-27,6.088715553283691,10.25,10.399999618530273,9.949999809265137,9.979999542236328,10525600
2021-04-28,6.332265377044678,10.65999984741211,10.710000038146973,10.25,10.25,7548900
2021-04-29,6.415428161621094,10.800000190734863,11.199999809265137,10.520000457763672,10.899999618530273,16410300
2021-04-30,6.2312822341918945,10.489999771118164,10.75,10.489999771118164,10.75,7332800
2021-05-03,6.0829854011535645,10.1899995803833,10.579999923706055,10.170000076293945,10.539999961853027,8011400
2021-05-04,6.041199207305908,10.119999885559082,10.289999961853027,9.8100004196167,10.229999542236328,9051100
2021-05-05,6.029260635375977,10.100000381469727,10.279999732971191,9.90999984741211,10.1899995803833,15848800
2021-05-06,6.268043041229248,10.5,10.5,10.199999809265137,10.300000190734863,10379600
2021-05-07,6.339677333831787,10.619999885559082,10.850000381469727,10.5,10.65999984741211,9213900
2021-05-10,6.339677333831787,10.619999885559082,11.069999694824219,10.40999984741211,11.0,13198600
2021-05-11,6.5068254470825195,10.899999618530273,10.899999618530273,10.319999694824219,10.550000190734863,8752700
2021-05-12,5.993442535400391,10.039999961853027,10.470000267028809,10.039999961853027,10.25,142911300
2021-05-13,5.891960620880127,9.869999885559082,10.149999618530273,9.710000038146973,10.0,13571300
2021-05-14,5.69496488571167,9.539999961853027,9.819999694824219,9.5,9.699999809265137,11768300
2021-05-17,5.760630130767822,9.649999618530273,9.84000015258789,9.579999923706055,9.600000381469727,7634200
2021-05-18,5.832264423370361,9.770000457763672,9.979999542236328,9.619999885559082,9.779999732971191,13950600
2021-05-19,5.6173601150512695,9.40999984741211,9.600000381469727,9.319999694824219,9.600000381469727,9867200
2021-05-20,5.575572967529297,9.34000015258789,9.489999771118164,9.3100004196167,9.449999809265137,7367800
2021-05-21,5.509908199310303,9.229999542236328,9.300000190734863,9.100000381469727,9.279999732971191,8097000
2021-05-24,5.5158772468566895,9.239999771118164,9.25,9.029999732971191,9.140000343322754,9010300
2021-05-25,5.444243431091309,9.119999885559082,9.399999618530273,9.0600004196167,9.289999961853027,6475700
2021-05-26,5.408425807952881,9.0600004196167,9.170000076293945,8.90999984741211,9.039999961853027,15932800
2021-05-27,5.503938674926758,9.220000267028809,9.329999923706055,9.119999885559082,9.130000114440918,10164300
2021-05-28,5.563634395599365,9.319999694824219,9.4399995803833,9.199999809265137,9.350000381469727,7474900
2021-05-31,5.60542106628418,9.390000343322754,9.5,9.300000190734863,9.430000305175781,5398300
2021-06-01,5.730781555175781,9.600000381469727,9.619999885559082,9.449999809265137,9.59000015258789,6978600
2021-06-02,5.766599178314209,9.65999984741211,9.6899995803833,9.479999542236328,9.600000381469727,7619300
2021-06-04,5.647207736968994,9.460000038146973,9.680000305175781,9.40999984741211,9.600000381469727,7392300
2021-06-07,5.599451541900635,9.380000114440918,9.420000076293945,9.149999618530273,9.420000076293945,5470300
2021-06-08,5.55766487121582,9.3100004196167,9.460000038146973,9.229999542236328,9.369999885559082,3924200
2021-06-09,5.629300117492676,9.430000305175781,9.4399995803833,9.300000190734863,9.390000343322754,3996300
2021-06-10,5.683026313781738,9.520000457763672,9.520000457763672,9.350000381469727,9.449999809265137,3959300
2021-06-11,5.796447277069092,9.710000038146973,9.710000038146973,9.5600004196167,9.609999656677246,4887200
2021-06-14,5.7904767990112305,9.699999809265137,9.890000343322754,9.640000343322754,9.739999771118164,5471800
2021-06-15,5.772569179534912,9.670000076293945,9.699999809265137,9.529999732971191,9.6899995803833,3631100
2021-06-16,5.6531782150268555,9.470000267028809,9.630000114440918,9.40999984741211,9.609999656677246,6982100
2021-06-17,5.569602966308594,9.329999923706055,9.479999542236328,9.260000228881836,9.470000267028809,6984000
2021-06-18,5.641238689422607,9.449999809265137,9.449999809265137,9.279999732971191,9.350000381469727,4857800
2021-06-21,5.635268211364746,9.4399995803833,9.4399995803833,9.020000457763672,9.229999542236328,5364100
2021-06-22,5.60542106628418,9.390000343322754,9.430000305175781,9.319999694824219,9.40999984741211,3472300
2021-06-23,5.59348201751709,9.369999885559082,9.460000038146973,9.329999923706055,9.430000305175781,5450700
2021-06-24,5.599451541900635,9.380000114440918,9.479999542236328,9.3100004196167,9.40999984741211,11729500
2021-06-25,5.587512493133545,9.359999656677246,9.430000305175781,9.329999923706055,9.399999618530273,5822100
2021-06-28,5.551695346832275,9.300000190734863,9.380000114440918,9.149999618530273,9.369999885559082,6553500
2021-06-29,5.539755821228027,9.279999732971191,9.380000114440918,9.220000267028809,9.279999732971191,5205200
2021-06-30,5.46812105178833,9.15999984741211,9.289999961853027,9.109999656677246,9.25,7203500
2021-07-01,5.432304859161377,9.100000381469727,9.239999771118164,9.050000190734863,9.1899995803833,6259100
2021-07-02,5.450211524963379,9.130000114440918,9.220000267028809,9.119999885559082,9.130000114440918,3312800
2021-07-05,5.474091053009033,9.170000076293945,9.260000228881836,9.140000343322754,9.25,2446600
2021-07-06,5.462151527404785,9.149999618530273,9.25,9.100000381469727,9.15999984741211,2984800
2021-07-07,5.45618200302124,9.140000343322754,9.210000038146973,9.09000015258789,9.210000038146973,5528200
2021-07-08,5.408425807952881,9.0600004196167,9.140000343322754,8.760000228881836,9.079999923706055,6475700
2021-07-12,5.46812105178833,9.15999984741211,9.229999542236328,9.069999694824219,9.15999984741211,5345900
2021-07-13,5.450211524963379,9.130000114440918,9.229999542236328,9.09000015258789,9.15999984741211,3092900
2021-07-14,5.45618200302124,9.140000343322754,9.220000267028809,9.109999656677246,9.149999618530273,4232200
2021-07-15,5.432304859161377,9.100000381469727,9.199999809265137,9.100000381469727,9.130000114440918,2324600
2021-07-16,5.432304859161377,9.100000381469727,9.180000305175781,9.069999694824219,9.180000305175781,3552400
2021-07-19,5.390516757965088,9.029999732971191,9.0600004196167,8.90999984741211,9.0600004196167,5242700
2021-07-20,5.414393901824951,9.069999694824219,9.100000381469727,8.960000038146973,9.029999732971191,3512900
2021-07-21,5.378578186035156,9.010000228881836,9.140000343322754,9.010000228881836,9.039999961853027,3668100
2021-07-22,5.414393901824951,9.069999694824219,9.069999694824219,8.920000076293945,8.989999771118164,3074900
2021-07-23,5.396485805511475,9.039999961853027,9.069999694824219,8.979999542236328,9.0600004196167,2337200
2021-07-26,5.49199914932251,9.199999809265137,9.25,9.010000228881836,9.039999961853027,5387000
2021-07-27,5.474091053009033,9.170000076293945,9.229999542236328,8.970000267028809,9.220000267028809,4846700
2021-07-28,5.438272476196289,9.109999656677246,9.300000190734863,9.029999732971191,9.300000190734863,9089300
2021-07-29,5.659146308898926,9.479999542236328,9.5,9.180000305175781,9.220000267028809,11595000
2021-07-30,5.49199914932251,9.199999809265137,9.4399995803833,9.15999984741211,9.350000381469727,8118200
2021-08-02,5.541861057281494,8.949999809265137,9.100000381469727,8.880000114440918,8.989999771118164,4999900
2021-08-03,5.393252849578857,8.710000038146973,8.979999542236328,8.569999694824219,8.970000267028809,8180500
2021-08-04,5.418020725250244,8.75,8.829999923706055,8.649999618530273,8.789999961853027,5443700
2021-08-05,5.263220310211182,8.5,8.739999771118164,8.479999542236328,8.699999809265137,9572300
2021-08-06,5.263220310211182,8.5,8.59000015258789,8.470000267028809,8.550000190734863,3334600
2021-08-09,5.170340061187744,8.350000381469727,8.430000305175781,8.229999542236328,8.399999618530273,7047000
2021-08-10,5.145572185516357,8.3100004196167,8.470000267028809,8.300000190734863,8.350000381469727,4218300
2021-08-11,5.126996040344238,8.279999732971191,8.380000114440918,8.25,8.359999656677246,3600800
2021-08-12,5.096035480499268,8.229999542236328,8.300000190734863,8.119999885559082,8.279999732971191,3931200
2021-08-13,4.978386878967285,8.039999961853027,8.279999732971191,7.920000076293945,8.270000457763672,5751400
2021-08-16,4.8050103187561035,7.760000228881836,8.039999961853027,7.429999828338623,8.039999961853027,15754800
2021-08-17,4.476833343505859,7.230000019073486,7.75,7.130000114440918,7.710000038146973,15353900
2021-08-18,4.340609073638916,7.010000228881836,7.289999961853027,7.010000228881836,7.119999885559082,10851000
2021-08-19,4.328224182128906,6.989999771118164,7.090000152587891,6.699999809265137,6.789999961853027,9604400
2021-08-20,4.216768741607666,6.809999942779541,7.21999979019165,6.809999942779541,6.989999771118164,8400300
2021-08-23,4.1362714767456055,6.679999828338623,6.929999828338623,6.650000095367432,6.849999904632568,9417400
2021-08-24,4.582097053527832,7.400000095367432,7.429999828338623,6.840000152587891,6.840000152587891,9553500
2021-08-25,4.5139851570129395,7.289999961853027,7.539999961853027,7.269999980926514,7.400000095367432,5837300
2021-08-26,4.365377426147461,7.050000190734863,7.369999885559082,7.050000190734863,7.320000171661377,6015900
2021-08-27,4.544946193695068,7.340000152587891,7.440000057220459,7.150000095367432,7.150000095367432,7532800
2021-08-30,4.66878604888916,7.539999961853027,7.570000171661377,7.320000171661377,7.340000152587891,6011800
2021-08-31,4.408720970153809,7.119999885559082,7.46999979019165,7.119999885559082,7.46999979019165,9548900
2021-09-01,4.340609073638916,7.010000228881836,7.159999847412109,6.869999885559082,7.03000020980835,6161700
2021-09-02,4.210576057434082,6.800000190734863,7.090000152587891,6.800000190734863,7.050000190734863,8316900
2021-09-03,4.297264099121094,6.940000057220459,7.239999771118164,6.849999904632568,6.989999771118164,7334800
2021-09-06,4.352993011474609,7.03000020980835,7.070000171661377,6.800000190734863,6.800000190734863,3919200
2021-09-08,4.1796159744262695,6.75,6.96999979019165,6.75,6.929999828338623,8648700
2021-09-09,4.117696285247803,6.650000095367432,6.809999942779541,6.550000190734863,6.75,9799700
2021-09-10,4.148656368255615,6.699999809265137,6.960000038146973,6.639999866485596,6.909999847412109,6050400
2021-09-13,4.191999912261963,6.769999980926514,6.809999942779541,6.670000076293945,6.75,4668100
2021-09-14,4.0805439949035645,6.590000152587891,6.800000190734863,6.590000152587891,6.789999961853027,5775300
2021-09-15,3.925743579864502,6.340000152587891,6.590000152587891,6.340000152587891,6.590000152587891,10826200
2021-09-16,3.758558988571167,6.070000171661377,6.289999961853027,6.03000020980835,6.289999961853027,11857700
2021-09-17,3.690446138381958,5.960000038146973,6.079999923706055,5.829999923706055,6.0,32433300
2021-09-20,3.529453992843628,5.699999809265137,5.78000020980835,5.429999828338623,5.599999904632568,17339000
2021-09-21,3.6161417961120605,5.840000152587891,5.920000076293945,5.710000038146973,5.809999942779541,9964200
2021-09-22,3.709022045135498,5.989999771118164,6.199999809265137,5.909999847412109,6.159999847412109,9641300
2021-09-23,3.690446138381958,5.960000038146973,6.150000095367432,5.869999885559082,5.989999771118164,9241200
2021-09-24,3.653294086456299,5.900000095367432,6.010000228881836,5.829999923706055,5.980000019073486,9333400
2021-09-27,3.8823983669281006,6.269999980926514,6.369999885559082,5.949999809265137,6.019999980926514,12914800
2021-09-28,3.6594862937927246,5.909999847412109,6.150000095367432,5.880000114440918,6.150000095367432,13251100
2021-09-29,3.8019027709960938,6.139999866485596,6.179999828338623,5.889999866485596,6.019999980926514,9742000
2021-09-30,3.944319248199463,6.369999885559082,6.599999904632568,6.230000019073486,6.300000190734863,20567800
2021-10-01,4.0371994972229,6.519999980926514,6.539999961853027,6.28000020980835,6.389999866485596,8398900
2021-10-04,3.8700149059295654,6.25,6.559999942779541,6.25,6.550000190734863,6117000
2021-10-05,3.8266711235046387,6.179999828338623,6.389999866485596,6.150000095367432,6.260000228881836,4876000
2021-10-06,3.8019027709960938,6.139999866485596,6.21999979019165,6.010000228881836,6.059999942779541,8152500
2021-10-07,3.777134418487549,6.099999904632568,6.25,6.079999923706055,6.21999979019165,10518500
2021-10-08,3.8576314449310303,6.230000019073486,6.380000114440918,6.190000057220459,6.25,8694300
2021-10-11,3.9814703464508057,6.429999828338623,6.579999923706055,6.269999980926514,6.449999809265137,12155300
2021-10-13,3.8390543460845947,6.199999809265137,6.369999885559082,6.099999904632568,6.349999904632568,18778100
2021-10-14,3.7833266258239746,6.110000133514404,6.269999980926514,6.070000171661377,6.230000019073486,8133700
2021-10-15,4.117696285247803,6.650000095367432,6.670000076293945,6.119999885559082,6.130000114440918,18195400
2021-10-18,4.154848575592041,6.710000038146973,6.789999961853027,6.449999809265137,6.570000171661377,8724400
2021-10-19,3.9938552379608154,6.449999809265137,6.659999847412109,6.420000076293945,6.599999904632568,7304700
2021-10-20,3.814286708831787,6.159999847412109,6.510000228881836,6.139999866485596,6.480000019073486,11595900
2021-10-21,3.7214062213897705,6.010000228881836,6.059999942779541,5.849999904632568,5.96999979019165,8809200
2021-10-22,3.7461740970611572,6.050000190734863,6.119999885559082,5.900000095367432,5.949999809265137,11676800
2021-10-25,3.7152140140533447,6.0,6.130000114440918,5.929999828338623,6.110000133514404,12136000
2021-10-26,3.585181474685669,5.789999961853027,6.039999961853027,5.710000038146973,6.0,7470800
2021-10-27,3.517069101333618,5.679999828338623,5.909999847412109,5.659999847412109,5.869999885559082,5890100
2021-10-28,3.4056131839752197,5.5,5.730000019073486,5.5,5.650000095367432,9447500
2021-10-29,3.2631962299346924,5.269999980926514,5.579999923706055,5.230000019073486,5.5,9449100
2021-11-01,3.331308364868164,5.380000114440918,5.409999847412109,5.239999771118164,5.28000020980835,8884800
2021-11-03,3.2260446548461914,5.210000038146973,5.360000133514404,5.150000095367432,5.320000171661377,12588900
2021-11-04,3.232236385345459,5.21999979019165,5.369999885559082,4.96999979019165,5.010000228881836,18334800
2021-11-05,3.4241890907287598,5.53000020980835,5.550000190734863,5.170000076293945,5.199999809265137,11491500
2021-11-08,3.5913736820220947,5.800000190734863,5.849999904632568,5.579999923706055,5.650000095367432,12563600
2021-11-09,3.566606283187866,5.760000228881836,6.0,5.679999828338623,5.739999771118164,13874400
2021-11-10,3.4551491737365723,5.579999923706055,5.849999904632568,5.570000171661377,5.699999809265137,12203100
2021-11-11,3.8019027709960938,6.139999866485596,6.289999961853027,5.860000133514404,5.909999847412109,16427900
2021-11-12,3.7833266258239746,6.110000133514404,6.46999979019165,6.050000190734863,6.099999904632568,9141700
2021-11-16,3.653294086456299,5.900000095367432,6.139999866485596,5.880000114440918,6.090000152587891,3804500
2021-11-17,3.6037583351135254,5.820000171661377,6.090000152587891,5.809999942779541,5.96999979019165,4305000
2021-11-18,3.529453992843628,5.699999809265137,5.840000152587891,5.690000057220459,5.829999923706055,6569300
2021-11-19,3.671870708465576,5.929999828338623,6.039999961853027,5.730000019073486,5.730000019073486,9259400
2021-11-22,3.6966378688812256,5.96999979019165,6.260000228881836,5.96999979019165,6.099999904632568,15084600
2021-11-23,3.7647511959075928,6.079999923706055,6.489999771118164,6.039999961853027,6.239999771118164,11534500
2021-11-24,3.8514387607574463,6.21999979019165,6.300000190734863,6.079999923706055,6.150000095367432,5090500
2021-11-25,3.8390543460845947,6.199999809265137,6.320000171661377,6.139999866485596,6.25,3674300
2021-11-26,3.7152140140533447,6.0,6.099999904632568,5.78000020980835,5.929999828338623,7717300
2021-11-29,3.6966378688812256,5.96999979019165,6.25,5.96999979019165,6.21999979019165,7192300
2021-11-30,3.6966378688812256,5.96999979019165,6.099999904632568,5.880000114440918,5.960000038146973,5746600
2021-12-01,3.6285266876220703,5.860000133514404,6.190000057220459,5.860000133514404,6.070000171661377,8589000
2021-12-02,3.770942449569702,6.090000152587891,6.139999866485596,5.900000095367432,5.900000095367432,5224100
2021-12-03,3.7275984287261963,6.019999980926514,6.320000171661377,6.0,6.050000190734863,6788300
2021-12-06,3.876206636428833,6.260000228881836,6.320000171661377,6.010000228881836,6.099999904632568,8325700
2021-12-07,4.0495829582214355,6.539999961853027,6.739999771118164,6.429999828338623,6.489999771118164,13716800
2021-12-08,4.024815559387207,6.5,6.710000038146973,6.380000114440918,6.539999961853027,11147000
2021-12-09,4.191999912261963,6.769999980926514,6.800000190734863,6.429999828338623,6.460000038146973,8407100
2021-12-10,4.1424641609191895,6.690000057220459,6.949999809265137,6.579999923706055,6.760000228881836,7627000
2021-12-13,4.253921031951904,6.869999885559082,7.199999809265137,6.849999904632568,6.889999866485596,12049600
2021-12-14,4.167232036590576,6.730000019073486,7.010000228881836,6.670000076293945,6.880000114440918,5833300
2021-12-15,4.204384803771973,6.789999961853027,6.840000152587891,6.5,6.730000019073486,7633800
2021-12-16,4.284880638122559,6.920000076293945,7.050000190734863,6.670000076293945,7.019999980926514,13812300
2021-12-17,4.464448928833008,7.210000038146973,7.25,6.820000171661377,6.889999866485596,10064600
2021-12-20,4.167232036590576,6.730000019073486,7.050000190734863,6.730000019073486,7.019999980926514,9790800
2021-12-21,4.284880638122559,6.920000076293945,7.010000228881836,6.739999771118164,6.880000114440918,9094600
2021-12-22,4.105311870574951,6.630000114440918,6.909999847412109,6.630000114440918,6.909999847412109,5805100
2021-12-23,4.105311870574951,6.630000114440918,6.690000057220459,6.46999979019165,6.670000076293945,4269100
2021-12-27,4.1424641609191895,6.690000057220459,6.769999980926514,6.550000190734863,6.570000171661377,4210100
2021-12-28,4.0371994972229,6.519999980926514,6.659999847412109,6.429999828338623,6.659999847412109,7015700
2021-12-29,4.0743513107299805,6.579999923706055,6.670000076293945,6.429999828338623,6.489999771118164,6493200
2021-12-30,4.228892803192139,6.739999771118164,6.96999979019165,6.579999923706055,6.610000133514404,48470300
2022-01-03,4.423397064208984,7.050000190734863,7.159999847412109,6.590000152587891,6.829999923706055,13281500
2022-01-04,4.7371134757995605,7.550000190734863,7.590000152587891,7.090000152587891,7.110000133514404,17917900
2022-01-05,4.366928577423096,6.960000038146973,7.480000019073486,6.889999866485596,7.449999809265137,11435200
2022-01-06,4.279088020324707,6.820000171661377,7.179999828338623,6.769999980926514,7.110000133514404,7867700
2022-01-07,4.379476547241211,6.980000019073486,7.130000114440918,6.769999980926514,6.889999866485596,7379300
2022-01-10,4.385751247406006,6.989999771118164,7.03000020980835,6.690000057220459,6.889999866485596,6413000
2022-01-11,4.392025470733643,7.0,7.199999809265137,6.960000038146973,6.989999771118164,5508500
2022-01-12,4.586529731750488,7.309999942779541,7.440000057220459,7.03000020980835,7.170000076293945,12597400
2022-01-13,4.492414474487305,7.159999847412109,7.360000133514404,7.139999866485596,7.239999771118164,4670900
2022-01-14,4.504963397979736,7.179999828338623,7.230000019073486,7.079999923706055,7.150000095367432,3739200
2022-01-17,4.417123317718506,7.039999961853027,7.199999809265137,7.03000020980835,7.130000114440918,3172900
2022-01-18,4.517512321472168,7.199999809265137,7.269999980926514,6.96999979019165,7.03000020980835,6224500
2022-01-19,4.580255508422852,7.300000190734863,7.5,7.269999980926514,7.409999847412109,7777600
2022-01-20,4.530060291290283,7.21999979019165,7.480000019073486,7.21999979019165,7.329999923706055,4111100
2022-01-21,4.504963397979736,7.179999828338623,7.360000133514404,7.170000076293945,7.179999828338623,4145600
2022-01-24,4.392025470733643,7.0,7.090000152587891,6.909999847412109,7.079999923706055,5142300
2022-01-25,4.536335468292236,7.230000019073486,7.300000190734863,6.940000057220459,7.0,7937200
2022-01-26,4.536335468292236,7.230000019073486,7.53000020980835,7.21999979019165,7.300000190734863,11452900
2022-01-27,4.467318058013916,7.119999885559082,7.389999866485596,7.070000171661377,7.309999942779541,9175200
2022-01-28,4.486140251159668,7.150000095367432,7.28000020980835,7.099999904632568,7.28000020980835,8390700
2022-01-31,4.379476547241211,6.980000019073486,7.139999866485596,6.949999809265137,7.130000114440918,9465000
2022-02-01,4.517512321472168,7.199999809265137,7.260000228881836,6.96999979019165,6.96999979019165,7327700
2022-02-02,4.4986891746521,7.170000076293945,7.369999885559082,7.150000095367432,7.210000038146973,6626100
2022-02-03,4.492414474487305,7.159999847412109,7.21999979019165,7.070000171661377,7.170000076293945,3745000
2022-02-04,4.467318058013916,7.119999885559082,7.210000038146973,6.989999771118164,7.159999847412109,7753900
2022-02-07,4.467318058013916,7.119999885559082,7.260000228881836,7.099999904632568,7.159999847412109,9622400
2022-02-08,4.435945510864258,7.070000171661377,7.210000038146973,7.039999961853027,7.130000114440918,6874000
2022-02-09,4.354379653930664,6.940000057220459,7.099999904632568,6.880000114440918,7.079999923706055,11310300
2022-02-10,4.310459613800049,6.869999885559082,7.150000095367432,6.840000152587891,7.039999961853027,15482500
2022-02-11,4.141052722930908,6.599999904632568,6.900000095367432,6.599999904632568,6.869999885559082,11664400
2022-02-14,4.184973239898682,6.670000076293945,6.71999979019165,6.53000020980835,6.550000190734863,5742400
2022-02-15,4.172424793243408,6.650000095367432,6.690000057220459,6.519999980926514,6.539999961853027,4196000
2022-02-16,4.166150093078613,6.639999866485596,6.78000020980835,6.599999904632568,6.670000076293945,5999500
2022-02-17,4.003017425537109,6.380000114440918,6.590000152587891,6.369999885559082,6.570000171661377,5496100
2022-02-18,3.9528231620788574,6.300000190734863,6.489999771118164,6.289999961853027,6.489999771118164,4431600
2022-02-21,3.8775315284729004,6.179999828338623,6.449999809265137,6.119999885559082,6.400000095367432,4924200
2022-02-22,3.9277255535125732,6.260000228881836,6.309999942779541,6.190000057220459,6.230000019073486,4462200
2022-02-23,3.8461592197418213,6.130000114440918,6.349999904632568,6.130000114440918,6.25,5547900
2022-02-24,3.814788341522217,6.079999923706055,6.119999885559082,5.78000020980835,5.849999904632568,10722700
2022-02-25,3.8900792598724365,6.199999809265137,6.239999771118164,6.0,6.0,7375600
2022-03-02,4.065761566162109,6.480000019073486,6.519999980926514,6.309999942779541,6.420000076293945,6050000
2022-03-03,4.159875869750977,6.630000114440918,6.789999961853027,6.539999961853027,6.539999961853027,9975400
2022-03-04,4.228892803192139,6.739999771118164,6.760000228881836,6.519999980926514,6.619999885559082,5557300
2022-03-07,4.25399112701416,6.78000020980835,7.0,6.710000038146973,6.809999942779541,8828500
2022-03-08,4.097132205963135,6.53000020980835,6.900000095367432,6.53000020980835,6.849999904632568,6496300
2022-03-09,4.210070610046387,6.710000038146973,6.789999961853027,6.440000057220459,6.510000228881836,8543300
2022-03-10,4.078309535980225,6.5,6.670000076293945,6.320000171661377,6.5,8186800
2022-03-11,4.040663719177246,6.440000057220459,6.730000019073486,6.440000057220459,6.539999961853027,6140800
2022-03-14,3.7896902561187744,6.039999961853027,6.449999809265137,6.010000228881836,6.349999904632568,7304600
2022-03-15,3.588911771774292,5.71999979019165,5.989999771118164,5.670000076293945,5.989999771118164,7914400
2022-03-16,3.5575408935546875,5.670000076293945,6.019999980926514,5.599999904632568,6.0,11554600
2022-03-17,3.6077353954315186,5.75,5.809999942779541,5.690000057220459,5.739999771118164,5197300
2022-03-18,3.8524341583251953,6.139999866485596,6.139999866485596,5.75,5.78000020980835,11521000
2022-03-21,3.8712568283081055,6.170000076293945,6.230000019073486,6.079999923706055,6.130000114440918,4823900
2022-03-22,3.908903121948242,6.230000019073486,6.329999923706055,6.130000114440918,6.139999866485596,5612300
2022-03-23,3.833610773086548,6.110000133514404,6.300000190734863,6.110000133514404,6.230000019073486,4708200
2022-03-24,3.8524341583251953,6.139999866485596,6.179999828338623,6.039999961853027,6.130000114440918,7669000
2022-03-25,3.858708143234253,6.150000095367432,6.300000190734863,6.130000114440918,6.150000095367432,5572500
2022-03-28,3.8210623264312744,6.090000152587891,6.21999979019165,6.070000171661377,6.199999809265137,6540000
2022-03-29,3.783416271209717,6.03000020980835,6.190000057220459,6.010000228881836,6.150000095367432,6202500
