"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04.10.2022","95,21","95,21","95,21","95,21","","1,05%"
"03.10.2022","94,22","94,22","94,22","94,22","","-4,16%"
"30.09.2022","98,31","98,31","98,31","98,31","","-0,11%"
"29.09.2022","98,42","98,42","98,42","98,42","","-0,10%"
"28.09.2022","98,52","98,52","98,52","98,52","","-0,19%"
"27.09.2022","98,71","98,71","98,71","98,71","","-0,30%"
"26.09.2022","99,01","99,01","99,01","99,01","","0,12%"
"23.09.2022","98,89","98,89","98,89","98,89","","0,06%"
"22.09.2022","98,83","98,83","98,83","98,83","","0,18%"
"21.09.2022","98,65","98,65","98,65","98,65","","-0,15%"
"20.09.2022","98,80","98,80","98,80","98,80","","-0,19%"
"19.09.2022","98,99","98,99","98,99","98,99","","-0,27%"
"16.09.2022","99,26","99,26","99,26","99,26","","-1,13%"
"15.09.2022","100,39","100,39","100,39","100,39","","-0,04%"
"14.09.2022","100,43","100,43","100,43","100,43","","-0,99%"
"13.09.2022","101,43","101,43","101,43","101,43","","0,02%"
"12.09.2022","101,41","101,41","101,41","101,41","","1,20%"
"09.09.2022","100,21","100,21","100,21","100,21","","1,87%"
"08.09.2022","98,37","98,37","98,37","98,37","","1,21%"
"07.09.2022","97,19","97,19","97,19","97,19","","-0,26%"
"06.09.2022","97,44","97,44","97,44","97,44","","1,98%"
"02.09.2022","95,55","95,55","95,55","95,55","","-0,77%"
"01.09.2022","96,29","96,29","96,29","96,29","","-8,09%"
"31.08.2022","104,76","104,76","104,76","104,76","","-0,15%"
"30.08.2022","104,92","104,92","104,92","104,92","","-0,34%"
"29.08.2022","105,28","105,28","105,28","105,28","","-0,20%"
"26.08.2022","105,49","105,49","105,49","105,49","","0,13%"
"25.08.2022","105,35","105,35","105,35","105,35","","-0,19%"
"24.08.2022","105,55","105,55","105,55","105,55","","-0,02%"
"23.08.2022","105,57","105,57","105,57","105,57","","0,05%"
"22.08.2022","105,52","105,52","105,52","105,52","","-0,11%"
"19.08.2022","105,64","105,64","105,64","105,64","","-0,39%"
"18.08.2022","106,05","106,05","106,05","106,05","","0,51%"
"17.08.2022","105,51","105,51","105,51","105,51","","-1,73%"
"16.08.2022","107,37","107,37","107,37","107,37","","-0,21%"
"15.08.2022","107,60","107,60","107,60","107,60","","-1,92%"
"12.08.2022","109,71","109,71","109,71","109,71","","-0,63%"
"11.08.2022","110,41","110,41","110,41","110,41","","0,71%"
"10.08.2022","109,63","109,63","109,63","109,63","","-0,20%"
"09.08.2022","109,85","109,85","109,85","109,85","","-0,48%"
"08.08.2022","110,38","110,38","110,38","110,38","","1,08%"
"05.08.2022","109,20","109,20","109,20","109,20","","2,03%"
"04.08.2022","107,03","107,03","107,03","107,03","","-2,80%"
"03.08.2022","110,11","110,11","110,11","110,11","","-2,87%"
"02.08.2022","113,36","113,36","113,36","113,36","","-0,87%"
"01.08.2022","114,35","114,35","114,35","114,35","","6,65%"
"29.07.2022","107,22","107,22","107,22","107,22","","0,31%"
"28.07.2022","106,89","106,89","106,89","106,89","","0,61%"
"27.07.2022","106,24","106,24","106,24","106,24","","0,22%"
"26.07.2022","106,01","106,01","106,01","106,01","","0,56%"
"25.07.2022","105,42","105,42","105,42","105,42","","0,03%"
"22.07.2022","105,39","105,39","105,39","105,39","","0,11%"
"21.07.2022","105,27","105,27","105,27","105,27","","0,73%"
"20.07.2022","104,51","104,51","104,51","104,51","","-0,24%"
"19.07.2022","104,76","104,76","104,76","104,76","","-1,81%"
"18.07.2022","106,69","106,69","106,69","106,69","","2,29%"
"15.07.2022","104,30","104,30","104,30","104,30","","-1,61%"
"14.07.2022","106,01","106,01","106,01","106,01","","-4,54%"
"13.07.2022","111,05","111,05","111,05","111,05","","1,25%"
"12.07.2022","109,68","109,68","109,68","109,68","","-0,26%"
"11.07.2022","109,97","109,97","109,97","109,97","","-3,31%"
"08.07.2022","113,74","113,74","113,74","113,74","","-1,22%"
"07.07.2022","115,14","115,14","115,14","115,14","","2,46%"
"06.07.2022","112,38","112,38","112,38","112,38","","-1,08%"
"05.07.2022","113,61","113,61","113,61","113,61","","-0,73%"
"01.07.2022","114,45","114,45","114,45","114,45","","-11,96%"
"30.06.2022","130,00","130,00","130,00","130,00","","-0,35%"
"29.06.2022","130,46","130,46","130,46","130,46","","-0,42%"
"28.06.2022","131,01","131,01","131,01","131,01","","0,06%"
"27.06.2022","130,93","130,93","130,93","130,93","","0,94%"
"24.06.2022","129,71","129,71","129,71","129,71","","-1,32%"
"23.06.2022","131,45","131,45","131,45","131,45","","2,76%"
"22.06.2022","127,92","127,92","127,92","127,92","","-4,16%"
"21.06.2022","133,47","133,47","133,47","133,47","","-1,64%"
"17.06.2022","135,69","135,69","135,69","135,69","0,15K","-1,57%"
"16.06.2022","137,85","137,85","137,85","137,85","","0,50%"
"15.06.2022","137,17","137,17","137,17","137,17","","-2,08%"
"14.06.2022","140,09","140,09","140,09","140,09","","-0,18%"
"13.06.2022","140,34","140,34","140,34","140,34","","-0,83%"
"10.06.2022","141,51","141,51","141,51","141,51","","-1,48%"
"09.06.2022","143,63","143,63","143,63","143,63","","-1,18%"
"08.06.2022","145,34","145,34","145,34","145,34","","-0,37%"
"07.06.2022","145,88","145,88","145,88","145,88","","0,74%"
"06.06.2022","144,81","144,81","144,81","144,81","","0,55%"
"03.06.2022","144,02","144,02","144,02","144,02","","1,17%"
"02.06.2022","142,35","142,35","142,35","142,35","","3,94%"
"01.06.2022","136,95","136,95","136,95","136,95","","2,58%"
"31.05.2022","133,51","133,51","133,51","133,51","","0,26%"
"27.05.2022","133,17","133,17","133,17","133,17","","0,14%"
"26.05.2022","132,98","132,98","132,98","132,98","","-0,22%"
"25.05.2022","133,27","133,27","133,27","133,27","","-0,03%"
"24.05.2022","133,31","133,31","133,31","133,31","","-0,51%"
"23.05.2022","133,99","133,99","133,99","133,99","","0,25%"
"20.05.2022","133,66","133,66","133,66","133,66","","1,32%"
"19.05.2022","131,92","131,92","131,92","131,92","","0,85%"
"18.05.2022","130,81","130,81","130,81","130,81","","-1,36%"
"17.05.2022","132,61","132,61","132,61","132,61","","-0,26%"
"16.05.2022","132,96","132,96","132,96","132,96","","0,48%"
"13.05.2022","132,33","132,33","132,33","132,33","","0,27%"
"12.05.2022","131,98","131,98","131,98","131,98","","-1,70%"
"11.05.2022","134,26","134,26","134,26","134,26","","1,79%"
"10.05.2022","131,90","131,90","131,90","131,90","","-1,06%"
"09.05.2022","133,31","133,31","133,31","133,31","","-2,63%"
"06.05.2022","136,91","136,91","136,91","136,91","","-5,51%"
"05.05.2022","144,90","144,90","144,90","144,90","","1,40%"
"04.05.2022","142,90","142,90","142,90","142,90","","-0,82%"
"03.05.2022","144,08","144,08","144,08","144,08","","0,00%"
"02.05.2022","144,08","144,08","144,08","144,08","","-4,44%"
"29.04.2022","150,77","150,77","150,77","150,77","","-0,28%"
"28.04.2022","151,19","151,19","151,19","151,19","","-0,28%"
"27.04.2022","151,62","151,62","151,62","151,62","","-0,30%"
"26.04.2022","152,08","152,08","152,08","152,08","","-0,26%"
"25.04.2022","152,47","152,47","152,47","152,47","","-1,08%"
"22.04.2022","154,13","154,13","154,13","154,13","","-0,09%"
"21.04.2022","154,27","154,27","154,27","154,27","","-0,09%"
"20.04.2022","154,41","154,41","154,41","154,41","","-0,11%"
"19.04.2022","154,58","154,58","154,58","154,58","","-0,67%"
"18.04.2022","155,62","155,62","155,62","155,62","","-0,04%"
"14.04.2022","155,69","155,69","155,69","155,69","","0,66%"
"13.04.2022","154,67","154,67","154,67","154,67","","-0,57%"
"12.04.2022","155,56","155,56","155,56","155,56","","-0,24%"
"11.04.2022","155,94","155,94","155,94","155,94","","1,12%"
"08.04.2022","154,21","154,21","154,21","154,21","","-1,96%"
"07.04.2022","157,29","157,29","157,29","157,29","","-1,74%"
"06.04.2022","160,08","160,08","160,08","160,08","","-0,73%"
"05.04.2022","161,25","161,25","161,25","161,25","","-0,36%"
"04.04.2022","161,84","161,84","161,84","161,84","","1,24%"
"01.04.2022","159,85","159,85","159,85","159,85","","5,97%"
"31.03.2022","150,84","150,84","150,84","150,84","","0,15%"
"30.03.2022","150,61","150,61","150,61","150,61","","0,31%"
"29.03.2022","150,14","150,14","150,14","150,14","","0,00%"
"28.03.2022","150,14","150,14","150,14","150,14","","0,18%"
"25.03.2022","149,87","149,87","149,87","149,87","","0,16%"
"24.03.2022","149,63","149,63","149,63","149,63","","0,04%"
"23.03.2022","149,57","149,57","149,57","149,57","","-0,07%"
"22.03.2022","149,68","149,68","149,68","149,68","0,03K","-0,53%"
"21.03.2022","150,47","150,47","150,47","150,47","","-0,08%"
"18.03.2022","150,59","150,59","150,59","150,59","","0,63%"
"17.03.2022","149,65","149,65","149,65","149,65","","0,54%"
"16.03.2022","148,85","148,85","148,85","148,85","","2,82%"
"15.03.2022","144,77","144,77","144,77","144,77","","-3,56%"
"14.03.2022","150,11","150,11","150,11","150,11","","-3,38%"
"11.03.2022","155,36","155,36","155,36","155,36","","-1,01%"
"10.03.2022","156,95","156,95","156,95","156,95","","-0,41%"
"09.03.2022","157,59","157,59","157,59","157,59","","-2,09%"
"08.03.2022","160,96","160,96","160,96","160,96","","1,35%"
"07.03.2022","158,82","158,82","158,82","158,82","","4,29%"
"04.03.2022","152,28","152,28","152,28","152,28","","0,77%"
"03.03.2022","151,11","151,11","151,11","151,11","","3,45%"
"02.03.2022","146,07","146,07","146,07","146,07","","1,83%"
"01.03.2022","143,45","143,45","143,45","143,45","","1,03%"
"28.02.2022","141,99","141,99","141,99","141,99","","0,16%"
"25.02.2022","141,76","141,76","141,76","141,76","","-0,63%"
"24.02.2022","142,66","142,66","142,66","142,66","","-0,21%"
"23.02.2022","142,96","142,96","142,96","142,96","","-0,21%"
"22.02.2022","143,26","143,26","143,26","143,26","","1,52%"
"18.02.2022","141,11","141,11","141,11","141,11","","-1,93%"
"17.02.2022","143,88","143,88","143,88","143,88","","1,16%"
"16.02.2022","142,23","142,23","142,23","142,23","","-1,84%"
"15.02.2022","144,89","144,89","144,89","144,89","","-1,27%"
"14.02.2022","146,76","146,76","146,76","146,76","","-2,72%"
"11.02.2022","150,87","150,87","150,87","150,87","","-0,46%"
"10.02.2022","151,57","151,57","151,57","151,57","","2,66%"
"09.02.2022","147,64","147,64","147,64","147,64","","-0,80%"
"08.02.2022","148,83","148,83","148,83","148,83","","-0,85%"
"07.02.2022","150,11","150,11","150,11","150,11","0,03K","3,20%"
"04.02.2022","145,45","145,45","145,45","145,45","","-0,34%"
"03.02.2022","145,95","145,95","145,95","145,95","0,01K","4,26%"
"02.02.2022","139,98","139,98","139,98","139,98","","0,86%"
"01.02.2022","138,79","138,79","138,79","138,79","","5,83%"
"31.01.2022","131,15","131,15","131,15","131,15","","0,26%"
"28.01.2022","130,81","130,81","130,81","130,81","0,01K","0,65%"
"27.01.2022","129,96","129,96","129,96","129,96","0,02K","0,43%"
"26.01.2022","129,40","129,40","129,40","129,40","","-0,42%"
"25.01.2022","129,94","129,94","129,94","129,94","","0,93%"
"24.01.2022","128,74","128,74","128,74","128,74","","-0,58%"
"21.01.2022","129,49","129,49","129,49","129,49","","0,31%"
"20.01.2022","129,09","129,09","129,09","129,09","","1,32%"
"19.01.2022","127,41","127,41","127,41","127,41","0,02K","-0,05%"
"18.01.2022","127,48","127,48","127,48","127,48","","0,98%"
"14.01.2022","126,24","126,24","126,24","126,24","0,01K","-1,25%"
"13.01.2022","127,84","127,84","127,84","127,84","0,02K","-0,64%"
"12.01.2022","128,66","128,66","128,66","128,66","0,02K","1,51%"
"11.01.2022","126,75","126,75","126,75","126,75","","1,82%"
"10.01.2022","124,48","124,48","124,48","124,48","","-1,37%"
"07.01.2022","126,21","126,21","126,21","126,21","","0,21%"
"06.01.2022","125,94","125,94","125,94","125,94","","1,45%"
"05.01.2022","124,14","124,14","124,14","124,14","","2,67%"
"04.01.2022","120,91","120,91","120,91","120,91","0,20K","0,42%"
"03.01.2022","120,40","120,40","120,40","120,40","","7,02%"
"31.12.2021","112,50","112,50","112,50","112,50","","0,23%"
"30.12.2021","112,24","112,24","112,24","112,24","","-0,09%"
"29.12.2021","112,34","112,34","112,34","112,34","","0,04%"
"28.12.2021","112,29","112,29","112,29","112,29","","-0,62%"
"27.12.2021","112,99","112,99","112,99","112,99","","0,40%"
"23.12.2021","112,54","112,54","112,54","112,54","","0,00%"
"22.12.2021","112,54","112,54","112,54","112,54","","-0,97%"
"21.12.2021","113,64","113,64","113,64","113,64","","-0,13%"
"20.12.2021","113,79","113,79","113,79","113,79","","1,93%"
"17.12.2021","111,64","111,64","111,64","111,64","","0,40%"
"16.12.2021","111,19","111,19","111,19","111,19","","1,80%"
"15.12.2021","109,22","109,22","109,22","109,22","","2,04%"
"14.12.2021","107,04","107,04","107,04","107,04","","-1,35%"
"13.12.2021","108,51","108,51","108,51","108,51","","3,34%"
"10.12.2021","105,00","105,00","105,00","105,00","","-1,40%"
"09.12.2021","106,49","106,49","106,49","106,49","","-0,26%"
"08.12.2021","106,77","106,77","106,77","106,77","","-1,18%"
"07.12.2021","108,04","108,04","108,04","108,04","","4,14%"
"06.12.2021","103,74","103,74","103,74","103,74","","2,22%"
"03.12.2021","101,49","101,49","101,49","101,49","","-0,32%"
"02.12.2021","101,82","101,82","101,82","101,82","","-1,31%"
"01.12.2021","103,17","103,17","103,17","103,17","","8,63%"
"30.11.2021","94,97","94,97","94,97","94,97","","0,27%"
"29.11.2021","94,71","94,71","94,71","94,71","","0,29%"
"26.11.2021","94,44","94,44","94,44","94,44","","0,12%"
"24.11.2021","94,33","94,33","94,33","94,33","","0,36%"
"23.11.2021","93,99","93,99","93,99","93,99","","0,64%"
"22.11.2021","93,39","93,39","93,39","93,39","","0,66%"
"19.11.2021","92,78","92,78","92,78","92,78","","0,84%"
"18.11.2021","92,01","92,01","92,01","92,01","","-0,81%"
"17.11.2021","92,76","92,76","92,76","92,76","","0,82%"
"16.11.2021","92,01","92,01","92,01","92,01","","-0,38%"
"15.11.2021","92,36","92,36","92,36","92,36","","-1,11%"
"12.11.2021","93,40","93,40","93,40","93,40","","-0,25%"
"11.11.2021","93,63","93,63","93,63","93,63","","1,56%"
"10.11.2021","92,19","92,19","92,19","92,19","","0,23%"
"09.11.2021","91,98","91,98","91,98","91,98","","-2,52%"
"08.11.2021","94,36","94,36","94,36","94,36","","-0,07%"
"05.11.2021","94,43","94,43","94,43","94,43","","-2,82%"
"04.11.2021","97,17","97,17","97,17","97,17","","-2,19%"
"03.11.2021","99,35","99,35","99,35","99,35","","-0,05%"
"02.11.2021","99,40","99,40","99,40","99,40","","-3,10%"
"01.11.2021","102,58","102,58","102,58","102,58","","-15,38%"
